period,aid,cid,action,coll_status
202411,ins202407160001,0000000077,1,2
202411,ins202406230001,0000000054,1,2
202411,ins202410140001,0000000167,1,2
202411,ins202410160001,0000000169,1,2
202411,ins202409060001,0000000129,1,2
202411,ins202408200001,0000000112,1,2
202411,ins202405240001,0000000024,1,2
202411,ins202407250001,0000000086,1,2
202411,ins202410200001,0000000173,1,2
202411,ins202405160001,0000000016,1,2
202411,ins202406010001,0000000032,1,2
202411,ins202406260001,0000000057,1,2
202411,ins202408140001,0000000106,1,2
202411,ins202407040001,0000000065,1,2
202411,ins202409140001,0000000137,1,2
202411,ins202408310001,0000000123,1,7
202411,ins202406170001,0000000048,1,7
202411,ins202405120001,0000000012,1,7
202411,ins202405270001,0000000027,1,7
202411,ins202405060001,0000000006,1,7
202411,ins202405200001,0000000020,1,7
202411,ins202408100001,0000000102,1,7
202411,ins202405130001,0000000013,1,7
202411,ins202408230001,0000000115,1,7
202411,ins202408250001,0000000117,1,2
202411,ins202406180001,0000000049,1,2
202411,ins202405210001,0000000021,1,2
202411,ins202408150001,0000000107,1,2
202411,ins202407310001,0000000092,1,2
202411,ins202406060001,0000000037,1,2
202411,ins202407200001,0000000081,1,2
202411,ins202406020001,0000000033,1,2
202411,ins202406250001,0000000056,1,2
202411,ins202407170001,0000000078,1,2
202411,ins202409170001,0000000140,1,2
202411,ins202408080001,0000000100,1,2
202411,ins202405070001,0000000007,1,2
202411,ins202405090001,0000000009,1,2
202411,ins202408290001,0000000121,1,2
202411,ins202405100001,0000000010,1,2
202411,ins202405190001,0000000019,1,2
202411,ins202406140001,0000000045,1,2
202411,ins202407270001,0000000088,1,2
202411,ins202408170001,0000000109,1,2
202411,ins202408040001,0000000096,1,2
202411,ins202406050001,0000000036,1,2
202411,ins202407190001,0000000080,1,2
202411,ins202409290001,0000000152,1,2
202411,ins202406270001,0000000058,1,2
202411,ins202405170001,0000000017,1,2
202411,ins202405180001,0000000018,1,2
202411,ins202405080001,0000000008,1,2
202411,ins202406080001,0000000039,1,2
202411,ins202407150001,0000000076,1,2
202411,ins202405150001,0000000015,1,2
202411,ins202405040001,0000000004,1,2
202411,ins202405220001,0000000022,1,2
202411,ins202405300001,0000000030,1,3
202411,ins202405290001,0000000029,1,3
202411,ins202406210001,0000000052,1,3
202411,ins202405050001,0000000005,1,4
202411,ins202405020001,0000000002,1,4
202411,ins202405030001,0000000003,1,4
202411,ins202405260001,0000000026,1,4
202412,ins202408120001,0000000104,1,1
202412,ins202407070001,0000000068,1,1
202412,ins202409040001,0000000127,1,1
202412,ins202410100001,0000000163,1,1
202412,ins202406110001,0000000042,1,1
202412,ins202407130001,0000000074,1,1
202412,ins202409190001,0000000142,1,1
202412,ins202410310001,0000000184,1,1
202412,ins202410260001,0000000179,1,1
202412,ins202405310001,0000000031,1,1
202412,ins202410240001,0000000177,1,1
202412,ins202408310001,0000000123,1,7
202412,ins202411220001,0000000206,1,1
202412,ins202409210001,0000000144,1,1
202412,ins202411040001,0000000188,1,1
202412,ins202408060001,0000000098,1,1
202412,ins202408190001,0000000111,1,1
202412,ins202410180001,0000000171,1,1
202412,ins202407280001,0000000089,1,1
202412,ins202407300001,0000000091,1,1
202412,ins202411130001,0000000197,1,1
202412,ins202409070001,0000000130,1,1
202412,ins202410130001,0000000166,1,1
202412,ins202409010001,0000000124,1,1
202412,ins202408070001,0000000099,1,1
202412,ins202408160001,0000000108,1,1
202412,ins202411270001,0000000211,1,1
202412,ins202410110001,0000000164,1,1
202412,ins202409150001,0000000138,1,1
202412,ins202406090001,0000000040,1,1
202412,ins202407230001,0000000084,1,1
202412,ins202406220001,0000000053,1,1
202412,ins202409020001,0000000125,1,1
202412,ins202410150001,0000000168,1,1
202412,ins202405250001,0000000025,1,1
202412,ins202410250001,0000000178,1,1
202412,ins202408130001,0000000105,1,1
202412,ins202410210001,0000000174,1,1
202412,ins202410120001,0000000165,1,1
202412,ins202410290001,0000000182,1,1
202412,ins202409120001,0000000135,1,1
202412,ins202408090001,0000000101,1,1
202412,ins202411050001,0000000189,1,1
202412,ins202409270001,0000000150,1,1
202412,ins202411180001,0000000202,1,1
202412,ins202409050001,0000000128,1,1
202412,ins202409220001,0000000145,1,1
202412,ins202406240001,0000000055,1,1
202412,ins202411090001,0000000193,1,1
202412,ins202411070001,0000000191,1,1
202412,ins202406160001,0000000047,1,1
202412,ins202407100001,0000000071,1,1
202412,ins202410060001,0000000159,1,1
202412,ins202409110001,0000000134,1,1
202412,ins202407290001,0000000090,1,1
202412,ins202410010001,0000000154,1,1
202412,ins202409200001,0000000143,1,1
202412,ins202411060001,0000000190,1,1
202412,ins202410050001,0000000158,1,1
202412,ins202409260001,0000000149,1,1
202412,ins202409240001,0000000147,1,1
202412,ins202410080001,0000000161,1,1
202412,ins202407180001,0000000079,1,1
202412,ins202407050001,0000000066,1,1
202412,ins202409160001,0000000139,1,1
202412,ins202405270001,0000000027,1,7
202412,ins202408030001,0000000095,1,1
202412,ins202411230001,0000000207,1,1
202412,ins202411140001,0000000198,1,1
202412,ins202410070001,0000000160,1,1
202412,ins202409080001,0000000131,1,1
202412,ins202406300001,0000000061,1,1
202412,ins202405110001,0000000011,1,1
202412,ins202405230001,0000000023,1,1
202412,ins202407120001,0000000073,1,1
202412,ins202411160001,0000000200,1,1
202412,ins202411250001,0000000209,1,1
202412,ins202408050001,0000000097,1,1
202412,ins202406040001,0000000035,1,1
202412,ins202411150001,0000000199,1,1
202412,ins202407060001,0000000067,1,1
202412,ins202409130001,0000000136,1,1
202412,ins202411280001,0000000212,1,1
202412,ins202407240001,0000000085,1,1
202412,ins202408230001,0000000115,1,7
202412,ins202411120001,0000000196,1,1
202412,ins202410300001,0000000183,1,1
202412,ins202407110001,0000000072,1,1
202412,ins202407220001,0000000083,1,1
202412,ins202410220001,0000000175,1,1
202412,ins202407210001,0000000082,1,1
